Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Sentiment
2015-05-21 04:00:00+00:00,58.810001373291016,60.939998626708984,58.689998626708984,60.720001220703125,329765,0.0,0.0,0.1366
2015-05-22 04:00:00+00:00,60.65999984741211,60.79999923706055,59.349998474121094,59.720001220703125,230307,0.0,0.0,-0.19063333333333332
2015-05-26 04:00:00+00:00,60.04999923706055,60.25,57.709999084472656,58.029998779296875,330128,0.0,0.0,0.19235
2015-05-27 04:00:00+00:00,58.31999969482422,58.95000076293945,57.36000061035156,57.5099983215332,314917,0.0,0.0,-0.04765
2015-05-28 04:00:00+00:00,57.630001068115234,58.06999969482422,56.5099983215332,57.68000030517578,340682,0.0,0.0,0.15295
2015-05-29 04:00:00+00:00,57.970001220703125,60.70000076293945,57.720001220703125,60.29999923706055,452222,0.0,0.0,-0.28595
2015-06-01 04:00:00+00:00,60.290000915527344,60.63999938964844,59.33000183105469,60.20000076293945,292189,0.0,0.0,0.0
2015-06-02 04:00:00+00:00,60.18000030517578,61.58000183105469,60.09000015258789,61.2599983215332,344508,0.0,0.0,0.0
2015-06-03 04:00:00+00:00,61.02000045776367,61.43000030517578,59.34000015258789,59.63999938964844,371298,0.0,0.0,-0.36755
2015-06-04 04:00:00+00:00,59.56999969482422,59.939998626708984,57.83000183105469,58.0,363345,0.0,0.0,0.1366
2015-06-05 04:00:00+00:00,57.9900016784668,59.22999954223633,56.83000183105469,59.130001068115234,461016,0.0,0.0,-0.5719
2015-06-08 04:00:00+00:00,58.959999084472656,59.130001068115234,57.86000061035156,58.13999938964844,339845,0.0,0.0,0.125
2015-06-09 04:00:00+00:00,58.310001373291016,60.68000030517578,58.22999954223633,60.13999938964844,405486,0.0,0.0,0.11315
2015-06-10 04:00:00+00:00,60.58000183105469,61.81999969482422,60.45000076293945,61.43000030517578,459765,0.0,0.0,0.055749999999999994
2015-06-11 04:00:00+00:00,61.13999938964844,61.529998779296875,60.209999084472656,60.77000045776367,352421,0.0,0.0,0.15295
2015-06-12 04:00:00+00:00,60.54999923706055,60.630001068115234,59.72999954223633,59.959999084472656,246898,0.0,0.0,-0.19699999999999998
2015-06-15 04:00:00+00:00,59.900001525878906,59.97999954223633,58.72999954223633,59.52000045776367,275187,0.0,0.0,0.0
2015-06-16 04:00:00+00:00,59.599998474121094,60.369998931884766,59.41999816894531,59.970001220703125,233935,0.0,0.0,0.0
2015-06-17 04:00:00+00:00,60.029998779296875,61.380001068115234,58.849998474121094,59.91999816894531,396155,0.0,0.0,0.0
2015-06-18 04:00:00+00:00,59.779998779296875,60.88999938964844,59.25,60.45000076293945,181875,0.0,0.0,0.1366
2015-06-19 04:00:00+00:00,60.5,60.560001373291016,58.880001068115234,59.61000061035156,116656,0.0,0.0,-0.28595
2015-06-22 04:00:00+00:00,59.439998626708984,60.29999923706055,58.93000030517578,59.68000030517578,255306,0.0,0.0,0.0
2015-06-23 04:00:00+00:00,60.209999084472656,61.4900016784668,59.54999923706055,61.0099983215332,336224,0.0,0.0,0.25
2015-06-24 04:00:00+00:00,61.13999938964844,61.56999969482422,59.79999923706055,60.27000045776367,312985,0.0,0.0,0.11315
2015-06-25 04:00:00+00:00,60.220001220703125,60.459999084472656,59.43000030517578,59.70000076293945,222341,0.0,0.0,0.09646666666666666
2015-06-26 04:00:00+00:00,59.65999984741211,59.959999084472656,58.7599983215332,59.630001068115234,231957,0.0,0.0,0.128
2015-06-29 04:00:00+00:00,58.84000015258789,59.27000045776367,58.040000915527344,58.33000183105469,286035,0.0,0.0,-0.19699999999999998
2015-06-30 04:00:00+00:00,58.27000045776367,59.689998626708984,57.939998626708984,59.470001220703125,282475,0.0,0.0,0.0
2015-07-01 04:00:00+00:00,58.97999954223633,58.97999954223633,56.68000030517578,56.959999084472656,373405,0.0,0.0,0.0
2015-07-02 04:00:00+00:00,56.869998931884766,57.95000076293945,56.5,56.93000030517578,297050,0.0,0.0,0.0
2015-07-06 04:00:00+00:00,54.900001525878906,55.34000015258789,52.40999984741211,52.529998779296875,540608,0.0,0.0,0.1366
2015-07-07 04:00:00+00:00,52.75,53.43000030517578,50.58000183105469,52.33000183105469,527267,0.0,0.0,-0.28595
2015-07-08 04:00:00+00:00,52.90999984741211,52.959999084472656,50.90999984741211,51.650001525878906,434752,0.0,0.0,0.23815
2015-07-09 04:00:00+00:00,51.83000183105469,53.540000915527344,51.47999954223633,52.779998779296875,382334,0.0,0.0,0.19235
2015-07-10 04:00:00+00:00,52.47999954223633,53.88999938964844,51.959999084472656,52.7400016784668,349075,0.0,0.0,-0.04765
2015-07-13 04:00:00+00:00,52.150001525878906,53.16999816894531,51.2599983215332,52.20000076293945,359477,0.0,0.0,-0.08866666666666666
2015-07-14 04:00:00+00:00,52.0,53.43000030517578,50.880001068115234,53.040000915527344,422756,0.0,0.0,0.0
2015-07-15 04:00:00+00:00,53.400001525878906,53.5,51.209999084472656,51.40999984741211,334563,0.0,0.0,0.0
2015-07-16 04:00:00+00:00,51.619998931884766,52.16999816894531,50.84000015258789,50.90999984741211,319167,0.0,0.0,0.0
2015-07-17 04:00:00+00:00,50.90999984741211,51.22999954223633,50.13999938964844,50.88999938964844,203485,0.0,0.0,0.1366
2015-07-20 04:00:00+00:00,50.7599983215332,51.2599983215332,49.849998474121094,50.150001525878906,102597,0.0,0.0,0.0
2015-07-21 04:00:00+00:00,49.95000076293945,51.02000045776367,49.77000045776367,50.36000061035156,254321,0.0,0.0,-0.28595
2015-07-22 04:00:00+00:00,50.709999084472656,50.709999084472656,49.040000915527344,49.189998626708984,347986,0.0,0.0,0.23815
2015-07-23 04:00:00+00:00,49.22999954223633,49.630001068115234,48.209999084472656,48.45000076293945,316060,0.0,0.0,0.19235
2015-07-24 04:00:00+00:00,48.790000915527344,49.029998779296875,47.720001220703125,48.13999938964844,278233,0.0,0.0,-0.04765
2015-07-27 04:00:00+00:00,48.0,48.20000076293945,46.90999984741211,47.38999938964844,273614,0.0,0.0,0.15295
2015-07-28 04:00:00+00:00,47.02000045776367,48.439998626708984,46.68000030517578,47.97999954223633,338107,0.0,0.0,-0.28595
2015-07-29 04:00:00+00:00,47.810001373291016,49.52000045776367,47.38999938964844,48.790000915527344,366893,0.0,0.0,0.0
2015-07-30 04:00:00+00:00,48.83000183105469,49.36000061035156,48.34000015258789,48.52000045776367,247662,0.0,0.0,0.0
2015-07-31 04:00:00+00:00,48.470001220703125,48.619998931884766,46.70000076293945,47.119998931884766,334474,0.0,0.0,-0.36755
2015-08-03 04:00:00+00:00,46.86000061035156,46.939998626708984,45.08000183105469,45.16999816894531,371085,0.0,0.0,0.1366
2015-08-04 04:00:00+00:00,45.349998474121094,46.22999954223633,45.290000915527344,45.7400016784668,285786,0.0,0.0,-0.28595
2015-08-05 04:00:00+00:00,45.959999084472656,46.70000076293945,44.83000183105469,45.150001525878906,367326,0.0,0.0,0.23815
2015-08-06 04:00:00+00:00,45.15999984741211,45.27000045776367,44.20000076293945,44.65999984741211,360977,0.0,0.0,0.0
2015-08-07 04:00:00+00:00,44.81999969482422,45.15999984741211,43.70000076293945,43.869998931884766,400070,0.0,0.0,
2015-08-10 04:00:00+00:00,43.58000183105469,45.0099983215332,43.349998474121094,44.959999084472656,491433,0.0,0.0,0.055749999999999994
2015-08-11 04:00:00+00:00,44.810001373291016,45.34000015258789,42.689998626708984,43.08000183105469,538005,0.0,0.0,0.15295
2015-08-12 04:00:00+00:00,43.27000045776367,43.869998931884766,42.79999923706055,43.29999923706055,492271,0.0,0.0,0.1779
2015-08-13 04:00:00+00:00,43.34000015258789,43.720001220703125,41.90999984741211,42.22999954223633,420146,0.0,0.0,-0.28595
2015-08-14 04:00:00+00:00,42.22999954223633,42.959999084472656,41.349998474121094,42.5,317211,0.0,0.0,0.0
2015-08-17 04:00:00+00:00,42.18000030517578,42.689998626708984,41.63999938964844,41.869998931884766,314275,0.0,0.0,0.0
2015-08-18 04:00:00+00:00,41.880001068115234,42.900001525878906,41.43000030517578,42.619998931884766,200185,0.0,0.0,0.0
2015-08-19 04:00:00+00:00,42.40999984741211,42.68000030517578,40.400001525878906,40.79999923706055,107578,0.0,0.0,
2015-08-20 04:00:00+00:00,40.58000183105469,41.47999954223633,40.209999084472656,41.13999938964844,380433,0.0,0.0,-0.36755
2015-08-21 04:00:00+00:00,41.029998779296875,41.400001525878906,39.86000061035156,40.45000076293945,377181,0.0,0.0,0.2732
2015-08-24 04:00:00+00:00,40.29999923706055,40.470001220703125,37.75,38.2400016784668,468366,0.0,0.0,-0.28595
2015-08-25 04:00:00+00:00,38.18000030517578,39.88999938964844,38.15999984741211,39.310001373291016,375650,0.0,0.0,0.125
2015-08-26 04:00:00+00:00,39.689998626708984,39.86000061035156,38.52000045776367,38.599998474121094,368722,0.0,0.0,0.11315
2015-08-27 04:00:00+00:00,38.959999084472656,42.86000061035156,38.95000076293945,42.560001373291016,533682,0.0,0.0,0.055749999999999994
2015-08-28 04:00:00+00:00,42.68000030517578,45.900001525878906,41.779998779296875,45.220001220703125,666328,0.0,0.0,0.15295
